,actor,url
83,LOCKBIT 2.0 (Dark mirror 3),http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion
84,LOCKBIT 2.0 (Dark mirror 4),http://lockbitapt34kvrip6xojylohhxrwsvpzdffgs5z4pbbsywnzsbdguqd.onion
85,LOCKBIT 2.0 (Dark mirror 5),http://lockbitaptc2iq4atewz2ise62q63wfktyrl4qtwuk5qax262kgtzjqd.onion
86,LOCKBIT 2.0 (Dark mirror 6),http://lockbitaptq7ephv2oigdncfhtwhpqgwmqojnxqdyhprxxfpcllqdxad.onion
87,LOCKBIT 2.0 (Dark mirror 7),http://lockbitaptstzf3er2lz6ku3xuifafq2yh5lmiqj5ncur6rtlmkteiqd.onion
88,LOCKBIT 2.0 (Dark mirror 8),http://oyarbnujct53bizjguvolxou3rmuda2vr72osyexngbdkhqebwrzsnad.onion
89,LOCKBIT 2.0 (Dark mirror 9),http://yq43odyrmzqvyezdindg2tokgogf3pn6bcdtvgczpz5a74tdxjbtk2yd.onion
90,LOCKBIT 2.0 (Deep),http://www.lockbitapt.uz
91,LOCKBIT 3.0 (Dark mirror 1),http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion
92,LOCKBIT 3.0 (Dark mirror 2),http://lockbitapt2yfbt7lchxejug47kmqvqqxvvjpqkmevv4l3azl3gy6pyd.onion
93,LOCKBIT 3.0 (Dark mirror 3),http://lockbitapt34kvrip6xojylohhxrwsvpzdffgs5z4pbbsywnzsbdguqd.onion
94,LOCKBIT 3.0 (Dark mirror 4),http://lockbitapt5x4zkjbcqmz6frdhecqqgadevyiwqxukksspnlidyvd7qd.onion
95,LOCKBIT 3.0 (Dark mirror 5),http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion
96,LOCKBIT 3.0 (Dark mirror 6),http://lockbitapt72iw55njgnqpymggskg5yp75ry7rirtdg4m7i42artsbqd.onion
97,LOCKBIT 3.0 (Dark mirror 7),http://lockbitaptawjl6udhpd323uehekiyatj6ftcxmkwe5sezs4fqgpjpid.onion
98,LOCKBIT 3.0 (Dark mirror 8),http://lockbitaptbdiajqtplcrigzgdjprwugkkut63nbvy2d5r4w2agyekqd.onion
99,LOCKBIT 3.0 (Dark mirror 9),http://lockbitaptc2iq4atewz2ise62q63wfktyrl4qtwuk5qax262kgtzjqd.onion
100,LOCKBIT,http://lockbitkodidilol.onion
101,LOCKFILE (Victims request ID page),http://zqaflhty5hyziovsxgqvj2mrz5e5rs6oqxzb54zolccfnvtn5w2johad.onion
102,LORENZ,http://lorenzmlwpzgxq736jzseuterytjueszsvznuibanxomlpkyxk6ksoyd.onion
103,LV (1),http://rbvuetuneohce3ouxjlbxtimyyxokb4btncxjbo44fbgxqy7tskinwad.onion
104,LV (2),http://4qbxi3i2oqmyzxsjg4fwe4aly3xkped52gq5orp6efpkeskvchqe27id.onion
105,MARKETO (Deep),https://marketo.cloud
106,MARKETO (Tor v2),http://g5sbltooh2okkcb2.onion
107,MARKETO (Tor v3),http://jvdamsif53dqjycuozlaye2s47p7xij4x6hzwzwhzrqmv36gkyzohhqd.onion
108,MARKETO (Tor v3),http://fvki3hj7uxuirxpeop6chgqoczanmebutznt2mkzy6waov6w456vjuid.onion
109,MAZE,https://newsmaze.net
110,MBC,http://xembshruusobgbvxg4tcjs3jpdnks6xrr6nbokfxadcnlc53yxir22ad.onion
111,MEDUSA LOCKER,http://qd7pcafncosqfqu3ha6fcx4h6sr7tzwagzpcdcnytiw3b6varaeqv5yd.onion
112,MIDAS/HARON,http://midasbkic5eyfox4dhnijkzc7v7e4hpmsb2qgux7diqbpna4up4rtdad.onion/blog.php
113,MINDWARE,http://dfpc7yvle5kxmgg6sbcp5ytggy3oeob676bjgwcwhyr2pwcrmbvoilqd.onion
114,Moses Staff (Deep),http://moses-staff.se
115,Moses Staff (Dark),http://mosesstaffm7hptp.onion
116,MOUNT LOCKER,http://mountnewsokhwilx.onion
117,MYDECRYPTOR,http://58b87e60649ccc808ac8mstiejnj.5s4ixqul2enwxrqv.onion
118,N3TW0RM,http://n3twormruynhn3oetmxvasum2miix2jgg56xskdoyihra4wthvlgyeyd.onion
119,N4UGHTYSEC,N4UGHTYSEC
120,NEFILIM,http://hxt254aygrsziejn.onion
121,NEMTY (Deep),http://nemty.top
122,NEMTY,http://zjoxyw5mkacojk5ptn2iprkivg5clow72mjkyk5ttubzxprjjnwapkad.onion
123,NETWALKER,http://rnfdsgm6wb6j6su5txkekw4u4y47kp2eatvu7d6xhyn5cs4lt4pdrqqd.onion
124,NightSky,http://gg5ryfgogainisskdvh4y373ap3b2mxafcibeh2lvq5x7fx76ygcosad.onion
125,NOKOYAWA,http://lirncvjfmdhv6samxvvlohfqx7jklfxoxj7xn3fh7qeabs3taemdsdqd.onion
126,ONEPERCENT,http://5mvifa3xq5m7sou3xzaajfz7h6eserp5fnkwotohns5pgbb5oxty3zad.onion
127,ONYX,http://mrdxtxy6vqeqbmb4rvbvueh2kukb3e3mhu3wdothqn7242gztxyzycid.onion
128,PANDORA,http://vbfqeh5nugm6r2u2qvghsdxm3fotf5wbxb5ltv6vw77vus5frdpuaiid.onion
129,PAY2KEY,http://pay2key2zkg7arp3kv3cuugdaqwuesifnbofun4j6yjdw5ry7zw2asid.onion
130,PAYLOAD.BIN (Ex BABUK LOCKER),http://vbmisqjshn4yblehk2vbnil53tlqklxsdaztgphcilto3vdj4geao5qd.onion
131,PROLOCK,http://msaoyrayohnp32tcgwcanhjouetb5k54aekgnwg7dcvtgtecpumrxpqd.onion
132,PROMETHEUS,http://promethw27cbrcot.onion/blog
133,PYSA,http://pysa2bitc5ldeyfak4seeruqymqs4sj5wt5qkcq7aoyg4h2acqieywad.onion/partners.html
134,QLOCKER,http://gvka2m4qt5fod2fltkjmdk4gxh5oxemhpgmnmtjptms6fkgfzdd62tad.onion
135,QUANTUM,http://quantum445bh3gzuyilxdzs5xdepf3b7lkcupswvkryf3n7hgzpxebid.onion
136,RAGNAR LOCKER,http://p6o7m73ujalhgkiv.onion
137,RAGNAR LOCKER,http://rgleaktxuey67yrgspmhvtnrqtgogur35lwdrup4d3igtbm3pupc4lyd.onion
138,RAGNAR LOCKER (Old),http://ragnarleaks.top
139,RAGNAROK,http://sushlnty2j7qdzy64qnvyb6ajkwg7resd3p6agc2widnawodtcedgjid.onion
140,RAGNAROK,http://wobpitin77vdsdiswr43duntv6eqw4rvphedutpaxycjdie6gg3binad.onion
141,RANSOM CARTEL,http://u67aylig7i6l657wxmp274eoilaowhp3boljowa6bli63rxyzfzsbtyd.onion
142,RANSOMEXX,http://rnsm777cdsjrsdlbs4v5qoeppu3px6sb2igmh53jzrx7ipcrbjz5b2ad.onion
143,RANSOM HOUSE,http://xw7au5pnwtl6lozbsudkmyd32n6gnqdngitjdppybudan3x3pjgpmpid.onion
144,RANZY/AKO,http://37rckgo66iydpvgpwve7b2el5q2zhjw4tv4lmyewufnpx4lhkekxkoqd.onion
145,REVIL (Old),http://dnpscnbaix6nkwvystl3yxglz7nteicqrou3t75tpcc5532cztc46qyd.onion
146,REVIL (New),http://blogxxu75w63ujqarv476otld7cyjkq4yoswzt4ijadkjwvg3vrvd5yd.onion/Blog
147,REVIL (Victims page),http://landxxeaf2hoyl2jvcwuazypt6imcsbmhb7kx3x33yhparvtmkatpaad.onion
148,ROBINHOOD,https://robinhoodleaks.tumblr.com
149,ROOK,http://gamol6n6p2p4c3ad7gxmx3ur7wwdwlywebo2azv3vv5qlmjmole2zbyd.onion
150,RRANSOM (Victims page),http://t2tqvp4pctcr7vxhgz5yd5x4ino5tw7jzs3whbntxirhp32djhi7q3id.onion/check_payment_form
151,SEKHMET,http://sekhmet.top
152,SNATCH (Deep),https://snatch.press
153,SNATCH (Deep),http://snatch.vip
154,SNATCH (Dark),http://hl66646wtlp2naoqnhattngigjp5palgqmbwixepcjyq5i534acgqyad.onion/index.php
155,SODINOKIBI (REVIL),http://dnpscnbaix6nkwvystl3yxglz7nteicqrou3t75tpcc5532cztc46qyd.onion
156,SPOOK DATA,http://spookuhvfyxzph54ikjfwf2mwmxt572krpom7reyayrmxbkizbvkpaid.onion/blog
157,STORMOUS,http://3slz4povugieoi3tw7sblxoowxhbzxeju427cffsst5fo2tizepwatid.onion
158,SUGAR (Victims page),http://chat5sqrnzqewampznybomgn4hf2m53tybkarxk4sfaktwt7oqpkcvyd.onion/gate.php?data=
159,SUGAR (Deep),https://sugarpanel.space/advauth_ffma
160,SUNCRYPT (Tor v2),http://nbzzb6sa6xuura2z.onion
161,SUNCRYPT (Tor v3),http://x2miyuiwpib2imjr5ykyjngdu7v6vprkkhjltrk4qafymtawey4qzwid.onion
162,SynACK (El_Cometa),http://xqkz2rmrqkeqf6sjbrb47jfwnqxcd4o2zvaxxzrpbh2piknms37rw2ad.onion
163,VFOKX (1),http://vfokxcdzjbpehgit223vzdzwte47l3zcqtafj34qrr26htjo4uf3obid.onion
164,VFOKX (2),http://746pbrxl7acvrlhzshosye3b3udk4plurpxt2pp27pojfhkkaooqiiqd.onion
165,VICE SOCIETY,http://4hzyuotli6maqa4u.onion
166,VICE SOCIETY,http://vsociethok6sbprvevl4dlwbqrzyhxcxaqpvcqt5belwvsuxaxsutyad.onion
167,VICE SOCIETY,http://ecdmr42a34qovoph557zotkfvth4fsz56twvwgiylstjup4r5bpc4oad.onion
168,X001XS,http://nalr2uqsave7y2r235am5jsfiklfjh5h4jc5nztu3rzvmhklwt5j6kid.onion
169,XING LOCKER,http://xingnewj6m4qytljhfwemngm7r7rogrindbq7wrfeepejgxc3bwci7qd.onion
170,XINOF,http://wj3b2wtj7u2bzup75tzhnso56bin6bnvsxcbwbfcuvzpc4vcixbywlid.onion
171,ZEON (Victims page),http://zeonrefpbompx6rwdqa5hxgtp2cxgfmoymlli3azoanisze33pp3x3yd.onion
